About how long have you been receiving information or resources from community veteran service providers?,Active military members/veterans can thrive in my community:To what extent do you disagree or agree with the following statements:,Approximately how much was your household annual income for the previous year?Â ,Approximately what is your credit score?,Are highly responsive:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,BMI,Community is involved with veterans?,Do you consider your current job a career?,FactorAnalysis0,FactorAnalysis0@FactorAnalysis0,FactorAnalysis1,FactorAnalysis1@FactorAnalysis0,FactorAnalysis1@FactorAnalysis14,FactorAnalysis1@FactorAnalysis4,FactorAnalysis3,FactorAnalysis3@FactorAnalysis1,Has Community Opportunities?,Has Dependable Support?,Has empowered me:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Has helped me feel more fulfilled in my daily life:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Has reliable transportation?,Have assisted me with filing healthcare/benefits claims:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have connected me to other veterans:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have connected my family/caregiver to other active military/veteran family members or their caregivers:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have improved my community's understanding of active military/veterans issues:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,How many are dependents?,How often do you participate in spiritual or religious practices? Â ,How would you rate your level of satisfaction with the education benefits and programs?: Rate the resources you may have received from VA or a community-based program:,I am able to adapt when changes occur:Please indicate how frequently you find each statement below to be truthful to you:,I have the resources I need for my care:To what extent do you disagree or agree with the following statements:,"I tend to bounce back after illness, injury, or other hardships:Please indicate how frequently you find each statement below to be truthful to you:",Number of Deployments:,Organizations in my community provide active military/veterans with the services they need:To what extent do you disagree or agree with the following statements:,"Overall, how satisfied are you withÂ your community's ability to provide information and resources? Please use the scale below to indicate your level of satisfaction.",Owns a car?,Seeking Value,There are opportunities for my family/caregiver  to connect with fellow military/veteran families/caregivers:To what extent do you disagree or agree with the following statements:,There is a strong network of support for active military/veterans in my community:To what extent do you disagree or agree with the following statements:,Veteran serving organizations care deeply about my well being?,"You mentioned earlier you were seeking access to better employment or obtaining employment, how long have you been activelyÂ seekingÂ employment?",Hope Scale Score
1.0,2.2,4.0,2.0,2.4,70.0,True,1.0,-0.2594894163166925,0.06733475718037775,-0.5168742909591858,1.0340918796672696,-0.5389839162674889,0.3547523903345669,-1.8418547458209276,0.8668392180036207,True,True,3.0,3.0,False,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,20.6,2.6,3.0,False,8.4,2.0,2.6,True,0.4,42.0
2.0,1.0,3.0,2.0,2.0,43.058893577997665,True,1.0,0.1334729402768439,0.017815025786145938,1.4717803127332367,1.1710850634417846,2.351077133049665,0.2640178988709778,0.6912882252187869,0.6866469133584497,False,True,1.0,0.0,True,1.0,1.0,1.0,2.0,5.0,2.2,1.0,0.0,0.0,0.0,105.4,1.0,1.0,True,11.0,1.0,0.0,True,1.0,14.0
0.0,2.0,3.6,2.8,2.2,61.60965858686701,True,1.0,-0.07104605644297127,0.005047542136097859,-0.1017777341018948,1.0409334346565033,-0.059282083199617225,-0.003048587887747109,0.7763333891934876,0.6717335239968384,True,True,2.4,2.2,True,1.8,2.0,1.8,2.0,4.0,2.4,1.0,2.0,2.0,0.0,120.6,2.4,2.0,True,13.0,2.4,2.2,True,0.0,33.0
2.6,3.0,4.0,2.0,2.4,15.0,True,1.0,0.6678421593395253,0.4460131497912799,-0.8274955869631079,1.0303019642876003,-0.45263169557012456,0.09850863792549604,-0.9486315885284942,0.8329707976075823,True,True,2.0,2.4,True,2.6,2.2,2.0,2.4,2.0,2.0,1.0,2.0,3.0,2.0,120.2,3.0,2.0,True,2.8,3.0,3.0,True,1.8,32.0
1.6,2.0,3.0,3.0,2.2,54.11641345482246,True,1.0,-0.1765560876359159,0.031172052081301218,-0.6711468220222808,1.0320980210216528,-0.5277093485052801,-0.22353489513553848,0.6003718794264996,0.7011606728641685,True,True,2.2,1.8,True,2.2,2.4,2.6,2.2,4.0,1.8,1.0,3.0,2.0,1.0,1.2,2.6,2.8,True,12.0,2.0,3.0,True,1.0,49.0
2.0,0.0,2.6,1.0,1.2,56.809588553607256,False,1.0,1.2539755771181869,1.5724547480088897,2.576641815125902,0.8611914992668611,-2.9740235910052486,-4.7571081133693855,1.2585080461889668,0.5504219505288511,False,False,1.2,1.2,True,1.2,1.4,1.2,1.2,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.8,True,11.0,0.0,0.0,False,2.0,17.0
5.0,3.0,4.8,4.0,3.0,60.995558236504635,True,1.0,1.5572002518446109,2.4248726243449195,-0.753282390350757,1.0311287445164687,-0.0953275862983363,-1.2805861636731584,-0.4630263045219979,0.8061689034690953,True,True,1.8,3.0,True,2.4,3.0,2.2,3.0,0.4,4.0,1.0,4.0,3.0,4.0,1.6,2.0,3.0,True,3.4,1.8,3.0,True,0.4,64.0
2.0,2.0,1.0,2.8,1.0,36.85952987581138,False,1.0,-0.48816702960813735,0.23830704879643205,1.9127817109126477,2.571093429545728,1.7644095114736753,-2.6969454966865505,-0.3962774956726733,0.8017972794048885,False,True,1.0,1.0,False,1.0,2.0,1.0,1.0,3.0,1.6,0.0,1.0,2.0,4.0,32.0,0.0,3.0,False,16.0,1.0,1.0,False,2.0,19.0
5.0,2.0,5.0,3.8,2.0,70.0,True,1.0,1.6907122589810724,2.8585079426688806,-0.23765433352596016,1.0384102635628658,-0.03274922257643292,0.2932252402321438,0.3393359493363102,0.7362372869452113,True,True,2.0,2.0,True,2.2,2.0,2.0,2.0,1.0,2.8,2.0,4.0,2.0,4.0,2.8,2.0,3.0,True,2.6,2.0,2.0,True,1.6,55.0
3.0,0.0,2.0,4.0,1.8,67.04172897967128,False,1.0,1.0191366947046863,1.0386396024935929,1.9538115690547238,7.582974535968504,-0.23393941077932467,4.174651080945991,0.00717774955974985,0.7705127386143843,False,False,1.8,1.6,True,2.2,1.4,1.4,1.6,0.0,2.0,0.0,1.0,0.0,1.0,60.2,1.0,1.8,True,8.8,0.0,1.0,False,1.8,35.0
5.0,2.0,4.0,0.0,2.0,70.0,False,1.0,0.552312059123875,0.30504861065365485,0.926162573594397,1.081372350023227,-0.6838236844412704,0.2672077867845344,0.4624453190731886,0.7207806033293058,True,False,1.0,1.0,True,1.0,1.0,2.4,2.6,2.8,2.0,0.0,2.0,1.0,2.0,2.0,2.8,2.0,True,9.2,2.0,2.4,True,1.2,38.0
5.0,2.0,4.0,2.0,1.0,70.0,True,1.0,0.8883141294048559,0.789101992500307,1.3495059260092501,1.1371893647431819,1.114127139170808,-0.7401500437799454,1.529786242229385,0.4324117296484879,True,True,1.0,1.0,True,1.0,2.0,1.0,2.0,4.0,3.0,0.0,3.0,2.0,2.0,4.0,1.0,3.0,True,13.0,3.0,2.0,False,3.0,46.0
1.0,2.0,3.0,2.0,2.0,34.57773886102023,True,1.0,-0.612251533791308,0.3748519406298092,-0.534973804762983,1.033845223601366,1.0025852391379397,0.17076728587675308,-1.5178050609223652,0.8562658294683656,True,False,2.0,3.0,False,3.0,3.0,2.0,2.0,2.0,2.4,1.0,4.0,1.0,3.0,101.6,3.0,3.0,False,11.0,1.0,2.0,True,0.0,62.0
5.0,2.0,5.0,4.0,2.0,63.265500980000006,True,1.0,1.725414488626517,2.9770551575623054,-0.7030435253651123,1.0317145267784773,0.10539218149581064,0.5431204241504073,0.12543549401345225,0.7593804271152956,True,True,2.6,2.2,True,2.4,2.6,2.2,2.6,1.0,3.0,1.6,4.0,2.0,4.0,3.6,2.6,3.0,True,3.4,2.0,2.0,True,0.4,63.0
4.0,2.0,3.0,3.0,2.0,51.48261306056858,False,1.0,-0.45865850831115723,0.21036762724621588,0.0936659624999118,1.0452047374912548,0.03360139169463778,-0.083441514985548,-0.6782276175312236,0.819037278580273,True,True,1.0,2.0,False,2.0,2.0,2.0,2.0,2.0,1.8,2.0,4.0,2.0,4.0,1.8,2.0,4.0,False,12.0,2.0,2.0,True,0.0,40.0
2.0,2.0,4.0,2.4,0.0,18.748947738183478,False,1.0,0.054276903074130314,0.0029459822073185367,2.2640219740660776,0.7152540756072197,-2.894795256299739,-2.5971095596656606,-0.35469809112802675,0.7989729945036369,False,False,2.0,0.0,False,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,6.2,1.0,1.0,False,12.0,2.0,0.0,False,1.0,21.0
1.0,2.0,5.0,2.4,2.0,38.982677350316706,False,1.0,-1.1250040486454858,1.2656341094687344,0.19695142354479994,1.0478430006392465,0.13923365148356842,0.028007856713942476,-1.288973849130939,0.8477277066028811,True,True,3.0,2.0,False,3.0,3.0,2.0,1.0,1.0,2.2,1.0,2.0,1.0,2.0,4.2,1.0,2.0,False,17.0,2.0,2.0,True,0.0,39.0
1.4,2.2,4.0,2.0,2.4,53.19148169771489,True,1.0,0.12778488443786606,0.016328976690798785,-0.8107921140615026,1.0304841980705344,-0.5399747210632487,-0.20859886842439262,0.018627744057419664,0.7694801235339107,True,True,2.6,2.2,True,2.4,2.6,2.2,2.6,2.0,2.2,1.0,3.0,3.0,2.0,202.2,2.0,3.2,True,11.0,2.2,3.0,True,2.0,48.0
5.0,3.0,3.0,2.0,2.0,46.22992604692712,True,1.0,0.06677672160625775,0.004459130548479651,-0.31173373356827033,1.0371614045267272,0.19944017265260364,0.04615335057378261,0.678490494211741,0.6887746026533729,True,False,2.4,2.6,True,2.8,2.0,2.4,2.0,2.0,4.0,1.0,2.0,0.0,2.0,99.6,2.0,2.0,True,11.0,2.6,2.0,True,1.0,38.0
5.0,1.0,2.0,1.0,2.0,64.51632774235172,False,1.0,0.5880337800324011,0.3457837264591943,0.6443639832187694,1.064031012189281,0.7331276826851683,0.40803152438986173,0.6201532367516321,0.6981184103236038,False,True,2.2,2.6,True,0.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0,2.0,4.0,3.0,2.0,3.0,True,10.0,1.0,2.0,True,0.0,60.0
1.0,3.0,2.8,3.0,3.0,50.82053067949726,True,1.0,-1.22247752725157,1.494451304635113,-1.4058067909018277,1.0251057986491907,0.8638766518669697,-2.5898439282943104,1.3029460191135256,0.5345701047739553,True,True,3.0,3.0,True,3.0,3.0,3.0,3.0,1.6,2.0,2.0,4.0,3.0,4.0,121.2,3.0,3.0,True,23.0,3.0,3.0,True,0.0,60.0
0.0,1.0,2.0,2.6,2.0,31.758123167267854,False,1.0,-0.4965504073958932,0.2465623070850275,2.0336019287343707,-0.2650621759679432,-1.4352500195213995,-0.406520498465704,-0.28655774840548937,0.7941663577847445,False,False,0.0,1.0,False,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,127.4,1.0,2.0,False,14.0,1.0,1.0,False,0.0,33.0
1.0,2.2,3.0,1.0,1.0,56.034024095435015,True,1.0,-0.8846020832874519,0.7825208457565,-0.11934860628753897,1.0405886462688856,-0.02097390784112764,0.007438535840247001,1.2108067453127982,0.5662786341947819,True,True,3.0,2.0,True,2.0,1.0,2.0,2.0,3.0,2.4,1.0,1.0,1.0,3.0,1.0,2.0,3.0,True,18.0,2.0,1.0,True,2.0,55.0
2.0,2.0,2.0,3.0,3.0,36.03338493866055,True,1.0,-1.0645315400918844,1.1332273998503994,-0.4563816114456569,1.0349429990927586,0.11593474211387668,-0.4671314530272382,1.4077726228956156,0.49234606611053916,True,True,2.0,2.0,True,3.0,2.0,2.0,3.0,1.0,1.6,2.0,3.0,2.0,4.0,101.6,2.0,4.0,True,22.0,2.0,2.0,True,0.0,62.0
2.0,2.4,2.0,2.0,2.0,57.299063269430796,True,1.0,-0.7748729036677932,0.6004280168385571,-0.22079444061259393,1.0387063104037966,0.04554190536293615,0.19806340757201593,-0.7519240990424753,0.823060073916723,True,True,1.0,1.0,False,2.0,2.0,1.0,2.8,2.0,2.0,2.0,3.0,2.2,3.0,4.8,2.0,3.0,False,12.8,1.0,2.0,True,0.8,48.0
5.0,2.0,5.0,2.0,3.0,15.816375245000001,True,1.0,-0.8749706976056272,0.7655737216684779,0.1563820074102986,1.0467708181947204,-0.029997763719241278,0.09956466686305208,1.9454028417181097,0.05061105607861731,True,True,2.0,2.0,True,2.0,3.0,2.0,3.0,3.0,1.8,2.0,2.0,2.0,2.0,105.8,2.0,2.0,True,23.0,2.0,2.0,True,0.0,30.0
2.0,3.0,4.0,2.0,3.0,34.39359705643491,True,1.0,-1.027144145151952,1.0550250949199345,-0.4655290575717615,1.0348115794378518,-0.001400894667693622,0.1053314392887603,-1.7534647873546483,0.8641125975542543,True,True,3.0,2.0,False,3.0,2.0,2.0,2.0,3.0,2.2,0.0,2.0,3.0,2.0,103.8,2.0,2.0,False,14.4,3.0,2.0,True,1.4,34.0
2.0,1.0,2.2,4.0,2.4,54.694560393547576,False,1.0,1.718646418693683,2.9537455124886223,-0.11366746661319745,1.040699488572359,-0.03376690613572674,0.20679836296498744,0.3119878326396919,0.7394414337453081,True,True,2.4,2.6,True,2.4,2.2,2.4,2.4,1.0,3.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,True,3.0,1.0,1.0,True,0.0,52.0
0.0,1.6,3.0,2.0,1.2,49.17695245316179,False,1.0,-0.00852531466214117,7.26809900885192e-05,1.4071690557433603,1.1513282518828798,-1.7782307562662796,-0.7123264873041233,-0.8958366555645156,0.8304214932962936,False,False,1.6,1.4,False,2.0,1.6,1.8,1.8,1.0,2.4,1.0,2.0,0.0,2.0,1.2,1.6,0.0,False,10.0,0.0,2.0,False,2.0,32.0
2.0,0.0,1.0,1.0,2.0,19.407161871201094,False,1.0,-0.6997976415685809,0.48971673914494807,1.1966774945147844,1.1099600814247115,2.043655974931797,-0.2546100204395586,-1.4027529231939844,0.8520961722166249,False,True,3.0,3.0,False,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,False,16.0,2.0,0.0,True,1.0,24.0
2.0,2.0,2.4,2.8,1.0,43.52712073471108,False,1.0,-0.534606593505059,0.2858042098190834,1.886334218911364,2.0538924353367625,0.6728657985747749,-2.837086280824317,-0.4116115868877112,0.8028189222870384,False,True,1.0,1.0,False,1.0,1.0,1.0,1.0,3.0,1.6,0.0,1.0,2.0,4.0,32.0,0.0,3.0,False,16.0,1.0,1.0,False,2.0,20.0
2.0,2.0,5.0,1.0,2.0,69.99601478936148,True,1.0,1.6769187295107029,2.8120564253837896,-0.06487609434258013,1.041676961160624,0.037736382595519466,0.10547145128427068,0.3541809263510763,0.7344648073553476,True,True,1.0,1.0,True,2.0,2.0,2.6,2.0,4.0,2.4,2.0,3.0,2.0,3.0,2.0,2.0,2.0,True,1.8,2.0,2.0,True,0.8,57.0
1.0,2.0,4.0,2.6,3.0,59.77979844666667,True,1.0,0.18554939860619557,0.03442857932312085,-0.6307659946305938,1.0325970296498301,-1.1489988504150543,-0.13394595922998895,0.35323685308969,0.7345782380358356,True,True,3.0,2.2,True,1.0,2.2,3.0,2.0,4.0,2.6,1.0,2.0,3.0,2.0,2.4,3.0,2.0,True,10.0,2.0,2.0,True,1.0,34.0
2.2,2.2,2.2,2.0,2.4,55.02975529029586,False,1.0,1.2420418978576429,1.5426680760338154,0.029860193936591915,1.0437155267213452,-0.0062642724169747815,0.019432247173245855,-0.3495055222159129,0.7986146251826479,True,True,2.4,2.0,True,1.8,2.2,2.2,2.0,2.2,3.0,1.0,2.0,2.0,2.0,1.0,2.2,3.2,True,4.2,2.2,2.2,True,1.2,41.0
2.0,2.0,1.0,2.8,1.0,30.551944298599103,False,1.0,-0.5354971538920003,0.2867572018264326,1.9085949732664607,2.457836898575404,0.8163763808594242,-3.1404934500365234,-0.414365257837551,0.8030012727721592,False,True,1.0,1.0,False,1.0,1.0,1.0,1.0,3.0,1.6,0.0,1.0,2.0,4.0,30.0,0.0,3.0,False,16.0,1.0,1.0,False,2.0,18.0
1.0,1.8,2.0,2.0,1.0,24.830977155731574,True,1.0,-1.1542784788141385,1.3323588066534815,-0.39267645762987896,1.0358865001879933,0.2569867779604818,0.007983382655978458,1.20645006760192,0.5676712988142909,True,True,3.0,3.0,True,2.0,2.0,2.0,2.0,2.0,2.2,2.0,1.0,3.0,1.0,101.6,3.0,2.0,True,19.0,3.0,3.0,False,0.0,37.0
1.0,2.0,5.0,4.0,2.2,70.0,False,1.0,0.7265145404464841,0.5278233774801661,-0.13659539333693585,1.0402558196914586,-0.01270115522456912,-0.013871062402078417,-0.028646544846789346,0.7736846169967581,True,True,2.0,2.4,True,2.4,2.6,2.0,2.0,0.0,3.2,0.8,4.0,2.0,3.0,101.6,2.0,2.2,True,5.2,1.0,1.0,False,0.2,46.0
2.0,2.0,2.0,3.0,2.0,52.42794691460938,True,1.0,-1.1777853385189925,1.3871783036302976,0.12678322512707677,1.0460184041006984,-0.07092546719871214,0.17444396826790357,1.5940139564227618,0.394800210964923,True,True,2.0,2.0,True,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,220.4,2.0,3.0,True,24.0,2.0,2.0,True,1.0,56.0
4.0,2.0,2.0,2.8,3.0,59.77979844666667,False,1.0,-0.2583254125695627,0.06673201877923479,0.5655902989658269,1.060430969553764,0.875551149623338,-0.18506408839136965,-1.340104273268918,0.8497223302344545,False,True,2.0,2.0,False,2.0,1.0,2.0,2.0,3.0,2.2,1.0,1.0,3.0,2.0,200.0,2.0,4.0,False,12.8,1.0,2.0,True,0.8,30.0
1.2,0.0,3.2,3.0,2.6,55.67124897200379,False,1.0,-1.2473141059404842,1.5557924788781095,1.6284996096515936,1.2503707301952915,1.9587093940652611,-0.00027296553208060783,-0.669956426005583,0.8185743413292081,False,False,2.6,2.6,False,2.2,2.6,2.4,2.6,1.4,2.8,0.0,3.0,0.0,2.0,7.0,0.0,2.8,False,23.0,0.0,0.0,True,3.0,43.0
5.0,2.0,3.2,1.8,0.0,61.68872026692209,True,1.0,0.21940265281474047,0.04813752406214555,0.814047865243499,1.073457344347906,-0.3610545893145523,0.3965865750991224,-1.5563726654242942,0.8576114542305163,True,True,1.0,1.4,False,2.0,1.8,2.0,1.6,3.2,2.4,1.0,2.0,2.0,3.0,2.0,2.0,2.0,False,9.0,1.8,1.8,True,1.0,43.0
4.0,2.0,4.0,3.0,2.0,34.10401678887827,False,1.0,-0.18276223622928608,0.03340203499152937,-0.6830923817961303,1.031953318105673,0.06854442244626192,0.14790651474751743,1.133570592287918,0.5897095408011397,True,True,3.0,3.0,True,3.0,3.0,2.0,2.0,3.0,1.6,1.0,4.0,2.0,1.0,2.0,2.0,3.0,True,15.2,3.0,3.0,True,1.2,53.0
1.0,3.0,3.0,2.0,3.0,65.11027324942827,True,1.0,-0.8673278332883283,0.7522575703966262,-0.8023727309226774,1.030576886359316,0.06062484541912559,-0.5128698721320281,1.0707702084408177,0.6069735522864654,True,True,1.0,2.0,True,3.0,3.0,3.0,2.0,3.0,2.6,2.0,3.0,2.0,2.0,2.0,3.0,3.0,True,18.0,2.0,2.0,True,1.0,58.0
5.0,2.0,4.0,3.4,3.0,63.955761355699266,True,1.0,0.11161096519971749,0.012457007552812548,0.33765576172931705,1.0519753794242857,0.18433195159264515,0.610946999315518,-1.959320778859869,0.870297832030669,True,True,3.0,2.0,False,2.0,2.2,2.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,75.0,3.0,3.0,False,12.0,3.0,3.0,True,1.0,38.0
5.0,3.0,5.0,4.0,2.0,70.0,True,1.0,2.426278974494387,5.886829662073533,-0.3518094985999135,1.0365190570045404,0.20954950683219095,0.888093125588135,0.37735815562972114,0.731649326891669,True,True,2.0,2.2,True,2.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,True,1.2,3.0,3.0,True,1.2,41.0
0.0,3.0,3.0,0.0,2.0,69.05790928981956,True,1.0,-1.109334780346741,1.2306236548869522,-0.08045403623161072,1.0413598136875635,0.0788142760995261,0.005603773982847306,2.0619216976156847,-0.1700408165456716,True,True,2.0,1.0,True,1.0,2.0,1.0,3.0,1.0,2.6,2.0,3.0,1.0,3.0,2.2,2.0,3.0,True,20.0,2.0,3.0,True,1.0,64.0
5.0,2.0,5.0,1.0,2.0,68.36820049193447,False,1.0,0.2328250376770943,0.05420749816934038,0.8555253041075135,1.076199393445359,2.4987147643378753,-0.71365872533907,1.9499981529959278,0.04349709273428492,True,True,1.0,1.0,True,1.2,1.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,0.0,True,14.0,1.0,2.0,True,1.0,64.0
2.4,2.0,3.0,2.0,2.2,55.84554637078626,True,1.0,-0.33483476450293653,0.11211431951973697,-0.6571982926189603,1.0322686544405797,-0.6569190273655451,0.30378580477373607,-1.567064419970116,0.8579800409146896,True,True,2.8,2.6,False,2.2,2.6,2.8,2.8,2.0,3.0,1.0,4.0,3.0,0.0,2.2,2.0,2.8,False,9.0,3.0,2.0,True,0.0,45.0
3.0,3.0,4.0,4.0,2.0,37.77242739013874,True,1.0,-0.5982698790904556,0.35792684822690835,-0.47760020263212355,1.034639661027201,-0.18726297468041897,0.2258793571610342,-0.7045429959369857,0.820494557167283,True,True,2.8,2.0,False,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.6,2.0,95.0,2.0,2.0,False,14.0,2.8,3.0,True,1.0,42.0
2.4,2.0,5.0,3.0,2.8,62.271922987983935,True,1.0,1.156621642003666,1.3377736227512562,-1.0578116650932055,1.0279944542392279,0.5867583077788522,0.11468023948890711,-0.09604159972396326,0.7794201549386301,True,True,2.8,2.6,True,2.2,2.4,2.4,2.6,1.0,2.8,1.0,4.0,2.0,4.0,2.0,2.6,3.6,True,4.4,3.0,2.0,True,0.4,62.0
1.0,2.0,2.8,3.0,2.0,51.973157045902596,True,1.0,-0.8583821336948579,0.7368198874465369,0.144987271122098,1.0464782644204382,-0.15316025349530285,-0.042360134278137083,2.348201797011189,-1.727554179779583,True,True,2.0,2.0,True,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,45.6,2.0,3.0,True,24.0,2.0,2.0,True,1.0,40.0
2.0,2.0,2.0,2.2,2.0,53.34958778419495,True,1.0,-0.705314337529341,0.4974683147244532,-0.005288023875534904,1.0429363416563353,0.0035158614003564645,-0.0005839436721197422,-0.7302335004490161,0.8218947671124849,True,True,3.0,1.0,False,1.0,2.2,2.0,3.0,1.0,2.2,1.0,2.0,2.0,2.0,101.8,2.0,3.0,False,16.0,2.0,2.0,True,1.0,41.0
5.0,2.0,4.0,3.2,2.0,64.284534415924,True,1.0,0.1333591043768693,0.017784650720200718,0.32098222497369,1.0514487840118432,0.3841632854186702,0.2401397442863684,1.0831012974130818,0.6036992837981673,True,True,2.0,2.0,True,3.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,True,14.0,2.0,2.0,True,1.0,54.0
1.0,1.0,3.0,2.8,1.0,23.62452025621095,False,1.0,-0.06511237578233894,0.004239621480020519,1.472395874325694,1.1712981287710307,-1.1228424038715668,0.11309639105363284,0.42097571825060975,0.7261856307124575,False,False,1.0,1.0,True,2.0,1.0,1.0,1.0,2.0,2.2,1.0,2.0,1.0,1.0,126.8,2.0,2.0,True,12.0,2.0,1.0,False,0.0,32.0
0.0,3.0,2.0,2.0,3.0,44.7045119887518,True,1.0,-1.3202228265098412,1.7429883116376343,-0.0914426161315029,1.041138987638989,0.18968629279394952,-0.00530378736764061,-1.2223859648323936,0.8450493039886884,True,False,2.0,3.0,False,3.0,3.0,3.0,1.8,3.0,2.0,1.0,2.0,1.6,2.0,66.0,3.0,3.0,False,18.0,3.0,2.0,True,2.0,32.0
2.0,0.0,4.0,2.6,0.0,53.36021986604387,False,1.0,0.23484308494942782,0.05515127454856417,0.8510726609306059,1.075895262485958,0.740773498011924,0.2601202029601354,0.31776520697272687,0.7387710501290055,True,True,1.0,2.2,True,2.0,2.2,2.2,3.0,4.0,1.2,2.0,2.0,3.0,2.0,103.4,1.0,2.0,True,10.6,1.0,0.0,False,0.6,42.0
5.0,2.0,3.0,2.6,2.0,58.304577726070605,True,1.0,0.8083987960656213,0.653508613480346,0.48550735446918336,1.0571636180348583,0.7212637648791534,-0.20483269602433474,0.7157599675271021,0.6824962844785116,True,True,1.0,2.0,True,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,True,8.0,2.0,1.0,True,0.0,57.0
4.0,2.0,5.0,2.2,1.0,55.34633194243206,True,1.0,1.1338836667750984,1.2856921697793424,1.2070524303426617,1.1114619210289236,-2.3668102256687646,-3.531155289243453,-0.4726377118839674,0.806782556653346,True,False,1.0,0.0,False,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,102.4,2.0,3.0,False,5.6,2.0,2.0,True,0.6,43.0
2.0,3.0,2.0,3.0,2.4,70.0,True,1.0,-0.06874874682755695,0.004726390190359522,-0.885824578417866,1.029682337890868,0.35149704399303006,-0.7861351096549678,0.16219823811864262,0.7556962953953273,True,True,3.0,3.0,True,3.0,3.0,2.2,2.6,3.0,1.4,1.0,3.0,3.0,2.0,105.8,2.6,3.0,True,13.0,2.0,3.0,True,1.0,39.0
3.6,2.2,5.0,4.0,2.6,70.0,True,1.0,0.8473457999877484,0.7179949047568773,-0.43284696844034776,1.0352857221783882,-0.2338641629731793,0.008385617064827695,0.12143511562787034,0.759774627571752,True,True,1.6,2.4,True,2.0,2.0,1.6,2.4,3.0,3.0,1.0,4.0,3.0,4.0,1.0,2.4,2.4,True,5.0,2.0,2.2,True,1.0,64.0
1.0,2.0,5.0,3.0,3.0,50.88399510638889,True,1.0,-1.2187844415926563,1.4854355150683232,-0.22816900014156727,1.0385762591545171,-0.21813638504071864,0.05278475198170448,-0.49949595576364614,0.8084769383204611,True,True,2.0,3.0,False,2.0,3.0,2.0,3.0,0.0,2.4,1.0,2.0,2.0,2.0,131.8,2.0,2.0,False,19.0,2.0,2.0,True,1.0,43.0
5.0,3.0,1.0,2.8,3.0,46.63963821335657,True,1.0,-0.9897993894813409,0.9797028314176353,-0.4565795715644867,1.0349401445330146,-0.25681863129780047,0.031983350187010574,-1.1401224913832995,0.841607376227832,True,True,3.0,2.0,False,2.4,3.0,2.0,3.0,3.0,2.2,1.0,2.0,3.0,1.0,173.6,3.0,4.0,False,16.0,2.0,3.0,True,1.0,44.0
1.0,3.0,2.8,3.0,3.0,49.96827978299807,True,1.0,-1.2076447493271198,1.4584058405773621,-1.4103263364492447,1.0250721987644182,0.9802727873648371,-2.5853879872101437,1.3547760116494398,0.514608578632608,True,True,3.0,3.0,True,3.0,3.0,3.0,3.0,1.6,2.2,2.0,4.0,3.0,4.0,121.2,3.0,3.0,True,23.0,3.0,3.0,True,0.0,63.0
2.0,2.0,3.6,3.0,2.2,70.0,False,1.0,2.1278770081257252,4.527860561710088,0.5460812627699174,1.059601069134732,0.9337690837817508,-0.33450685443245315,-0.3214689953471842,0.7966573729629778,False,True,2.2,2.2,True,2.6,2.0,2.2,2.4,1.6,4.0,0.0,3.0,2.2,3.0,1.6,1.0,2.2,True,0.8,1.0,0.0,True,0.8,49.0
2.0,2.0,2.0,2.0,1.0,33.01785317417752,True,1.0,-1.7566703501548497,3.0858907191131624,0.15448480063341796,1.0467218531391587,0.03035454279881118,0.10073689057126418,-0.3395970398384349,0.7979272258653562,True,True,2.0,2.0,False,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,119.8,3.0,0.0,False,24.0,2.0,2.0,True,1.0,40.0
